Domain;Kingdom;Filum;Class;Organism;Organism Full Name;Year;Source
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;blz;Bifidobacterium longum subsp. longum GT15;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;blx;Bifidobacterium longum BXY01;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bad;Bifidobacterium adolescentis ATCC 15703;2006;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;badl;Bifidobacterium adolescentis 22L;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bado;Bifidobacterium adolescentis BBMN23;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bla;Bifidobacterium animalis subsp. lactis AD011;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;blc;Bifidobacterium animalis subsp. lactis Bl-04;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;blt;Bifidobacterium animalis subsp. lactis DSM 10140;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbb;Bifidobacterium animalis subsp. lactis BB-12;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbc;Bifidobacterium animalis subsp. lactis BLC1;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bnm;Bifidobacterium animalis subsp. lactis CNCM I-2494;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;blv;Bifidobacterium animalis subsp. lactis V9;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;blw;Bifidobacterium animalis subsp. lactis B420;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bls;Bifidobacterium animalis subsp. lactis Bi-07;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bani;Bifidobacterium animalis subsp. lactis Bl12;2013;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;banl;Bifidobacterium animalis subsp. lactis ATCC 27673;2013;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bni;Bifidobacterium animalis subsp. animalis ATCC 25527;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;banm;Bifidobacterium animalis RH;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bde;Bifidobacterium dentium Bd1;2010;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bdn;Bifidobacterium dentium JCM 1195 = DSM 20436;2016;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbp;Bifidobacterium bifidum PRL2010;2010;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbi;Bifidobacterium bifidum S17;2010;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbf;Bifidobacterium bifidum BGN4;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbv;Bifidobacterium breve ACS-071-V-Sch8b;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbru;Bifidobacterium breve UCC2003;2013;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbre;Bifidobacterium breve 12L;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbrv;Bifidobacterium breve 689b;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbrj;Bifidobacterium breve JCM 7017;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbrc;Bifidobacterium breve JCM 7019;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbrn;Bifidobacterium breve NCFB 2258;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbrs;Bifidobacterium breve S27;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bbrd;Bifidobacterium breve DSM 20213 = JCM 1192;2016;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bast;Bifidobacterium asteroides;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;btp;Bifidobacterium thermophilum;2013;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bcor;Bifidobacterium coryneforme;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bka;Bifidobacterium kashiwanohense PV20-2;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bks;Bifidobacterium kashiwanohense JCM 15439 = DSM 21854;2016;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bcat;Bifidobacterium catenulatum;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bpsp;Bifidobacterium pseudolongum;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bii;Bifidobacterium indicum;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bang;Bifidobacterium angulatum;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bpsc;Bifidobacterium pseudocatenulatum;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bsca;Bifidobacterium scardovii;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bact;Bifidobacterium actinocoloniiforme;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bcho;Bifidobacterium choerinum;2018;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bgx;Bifidobacterium pullorum subsp. gallinarum;2020;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;blem;Bifidobacterium lemurum;2020;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;beu;Bifidobacterium eulemuris;2020;GenBank
Prokaryotes;Bacteria;Actinobacteria;Bifidobacterium;bsue;Bifidobacterium subtile;2021;GenBank
Prokaryotes;Bacteria;Actinobacteria;Gardnerella;gvg;Gardnerella vaginalis ATCC 14019;2010;GenBank
Prokaryotes;Bacteria;Actinobacteria;Gardnerella;gva;Gardnerella vaginalis 409-05;2010;GenBank
Prokaryotes;Bacteria;Actinobacteria;Gardnerella;gvh;Gardnerella vaginalis HMP9231;2012;GenBank
Prokaryotes;Bacteria;Actinobacteria;Scardovia;sij;Scardovia inopinata;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Parascardovia;pdo;Parascardovia denticolens;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Actinopolyspora;aey;Actinopolyspora erythraea;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Planktophila;plan;Candidatus Planktophila lacus;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Planktophila;plak;Candidatus Planktophila dulcis;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Planktophila;plim;Candidatus Planktophila limnetica;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Planktophila;psuf;Candidatus Planktophila sulfonica;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Planktophila;pvs;Candidatus Planktophila versatilis;2018;GenBank
Prokaryotes;Bacteria;Actinobacteria;Planktophila;pvn;Candidatus Planktophila vernalis;2018;GenBank
Prokaryotes;Bacteria;Actinobacteria;Nanopelagicus;abam;Candidatus Nanopelagicus limnes;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Nanopelagicus;nhi;Candidatus Nanopelagicus hibericus;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Nanopelagicus;nab;Candidatus Nanopelagicus abundans;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Epidermidibacterium;eke;Epidermidibacterium keratini;2020;GenBank
Prokaryotes;Bacteria;Actinobacteria;unclassified Actinobacteria;abai;Actinobacteria bacterium;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Rubrobacter;rxy;Rubrobacter xylanophilus;2006;GenBank
Prokaryotes;Bacteria;Actinobacteria;Rubrobacter;rrd;Rubrobacter radiotolerans;2014;GenBank
Prokaryotes;Bacteria;Actinobacteria;Rubrobacter;rub;Rubrobacter sp. SCSIO 52909;2020;GenBank
Prokaryotes;Bacteria;Actinobacteria;Baekduia;bsol;Baekduia soli;2019;GenBank
Prokaryotes;Bacteria;Actinobacteria;Conexibacter;cwo;Conexibacter woesei;2010;GenBank
Prokaryotes;Bacteria;Actinobacteria;Acidimicrobium;afo;Acidimicrobium ferrooxidans;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Ilumatobacter;aym;Ilumatobacter coccineus;2013;GenBank
Prokaryotes;Bacteria;Actinobacteria;Actinomarinicola;atq;Actinomarinicola tropica;2020;GenBank
Prokaryotes;Bacteria;Actinobacteria;Cryptobacterium;ccu;Cryptobacterium curtum;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Slackia;shi;Slackia heliotrinireducens;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Eggerthella;ele;Eggerthella lenta;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Eggerthella;eyy;Eggerthella sp. YY7918;2011;GenBank
Prokaryotes;Bacteria;Actinobacteria;Gordonibacter;gpa;Gordonibacter pamelaeae;2013;GenBank
Prokaryotes;Bacteria;Actinobacteria;Adlercreutzia;aeq;Adlercreutzia equolifaciens;2013;GenBank
Prokaryotes;Bacteria;Actinobacteria;Denitrobacterium;ddt;Denitrobacterium detoxificans;2016;GenBank
Prokaryotes;Bacteria;Actinobacteria;Berryella;cbac;Berryella intestinalis;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Lancefieldella;apv;Atopobium parvulum;2009;GenBank
Prokaryotes;Bacteria;Actinobacteria;Olsenella;ols;Olsenella uli;2010;GenBank
Prokaryotes;Bacteria;Actinobacteria;Olsenella;olo;Olsenella sp. oral taxon 807;2015;GenBank
Prokaryotes;Bacteria;Actinobacteria;Parolsenella;pcat;Parolsenella catena;2019;GenBank
Prokaryotes;Bacteria;Actinobacteria;Atopobium;atb;Atopobium sp. oral taxon 416;2021;GenBank
Prokaryotes;Bacteria;Actinobacteria;Coriobacterium;cgo;Coriobacterium glomerans;2011;GenBank
Prokaryotes;Bacteria;Actinobacteria;Collinsella;caer;Collinsella aerofaciens;2017;GenBank
Prokaryotes;Bacteria;Actinobacteria;Egibacter;erz;Egibacter rhizosphaerae;2019;GenBank
Prokaryotes;Bacteria;Actinobacteria;Euzebya;euz;Euzebya sp. DY32-46;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;syn;Synechocystis sp. PCC 6803;1996;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;syz;Synechocystis sp. PCC 6803;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;syy;Synechocystis sp. PCC 6803 GT-S;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;syt;Synechocystis sp. PCC 6803 GT-I;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;sys;Synechocystis sp. PCC 6803 PCC-N;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;syq;Synechocystis sp. PCC 6803 PCC-P;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;syj;Synechocystis sp. PCC 6714;2014;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechocystis;syo;Synechocystis sp. IPPAS B-1465;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syc;Synechococcus elongatus PCC6301;2004;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syf;Synechococcus elongatus PCC7942;2005;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syw;Synechococcus sp. WH8102;2003;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syd;Synechococcus sp. CC9605;2005;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;sye;Synechococcus sp. CC9902;2005;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syg;Synechococcus sp. CC9311;2006;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syr;Synechococcus sp. RCC307;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syx;Synechococcus sp. WH 7803;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syp;Synechococcus sp. PCC7002;2008;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;cya;Synechococcus sp. JA-3-3Ab;2006;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;cyb;Synechococcus sp. JA-2-3B'a(2-13);2006;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syne;Synechococcus sp. PCC 6312;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;synp;Synechococcus sp. PCC 7502;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;synk;Synechococcus sp. KORDI-100;2014;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;synr;Synechococcus sp. KORDI-49;2014;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;synd;Synechococcus sp. KORDI-52;2014;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syu;Synechococcus sp. UTEX 2973;2015;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syh;Synechococcus sp. WH 8109;2015;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;synw;Synechococcus sp. WH 8103;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;slw;Synechococcus lividus;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syv;Synechococcus sp. PCC 73109;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;syl;Synechococcus sp. PCC 7003;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Synechococcus;sync;Synechococcus sp. CB0101;2020;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Thermosynechococcus;tel;Thermosynechococcus elongatus;2002;RefSeq
Prokaryotes;Bacteria;Cyanobacteria;Thermosynechococcus;thn;Thermosynechococcus sp. NK55;2014;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Thermosynechococcus;tvn;Thermosynechococcus vulcanus;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Thermosynechococcus;thec;Thermosynechococcus sp. CL-1;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cyanobium;cgc;Cyanobium gracile;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cyanobium;cyi;Cyanobium sp. NIES-981;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Dactylococcopsis;dsl;Dactylococcopsis salina;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Chamaesiphon;cmp;Chamaesiphon minutus;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Leptolyngbya;lep;Leptolyngbya sp. PCC 7376;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Leptolyngbya;len;Leptolyngbya sp. NIES-3755;2016;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Leptolyngbya;let;Leptolyngbya sp. O-77;2016;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Leptolyngbya;lbo;Leptolyngbya boryana;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Halomicronema;hhg;Halomicronema hongdechloris;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Pseudanabaena;pseu;Pseudanabaena sp. PCC 7367;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Pseudanabaena;pser;Pseudanabaena sp. ABRG5-3;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pma;Prochlorococcus marinus subsp. marinus CCMP1375;2003;RefSeq
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmm;Prochlorococcus marinus subsp. pastoris CCMP1986;2003;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmt;Prochlorococcus marinus MIT 9313;2003;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmn;Prochlorococcus marinus NATL2A;2005;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmi;Prochlorococcus marinus MIT 9312;2005;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmb;Prochlorococcus marinus AS9601;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmc;Prochlorococcus marinus MIT 9515;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmf;Prochlorococcus marinus MIT 9303;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmg;Prochlorococcus marinus MIT 9301;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmh;Prochlorococcus marinus MIT 9215;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pmj;Prochlorococcus marinus MIT 9211;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;pme;Prochlorococcus marinus NATL1A;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;prc;Prochlorococcus sp. MIT 0604;2014;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Prochlorococcus;prm;Prochlorococcus sp. MIT 0801;2014;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Acaryochloris;amr;Acaryochloris marina;2007;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Thermoleptolyngbya;theu;Thermoleptolyngbya sp. PKUAC-SCTA183;2020;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Gloeocapsa;glp;Gloeocapsa sp. PCC 7428;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Geminocystis;gen;Geminocystis sp. NIES-3709;2016;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Geminocystis;gee;Geminocystis sp. NIES-3708;2016;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Chondrocystis;chon;Chondrocystis sp. NIES-4102;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Microcystis;mar;Microcystis aeruginosa;2008;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Microcystis;mpk;Microcystis panniformis;2015;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Microcystis;miq;Microcystis sp. MC19;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Microcystis;mvz;Microcystis viridis;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cyanobacterium;can;Cyanobacterium aponinum;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cyanobacterium;csn;Cyanobacterium stanieri;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cyanobacterium;cyl;Cyanobacterium sp. HL-69;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Halothece;hao;Halothece sp. PCC 7418;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Euhalothece;enn;Euhalothece natronophila;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Atelocyanobacterium;cyu;Candidatus Atelocyanobacterium thalassa;2010;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Crocosphaera;cyt;Crocosphaera subtropica;2008;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Crocosphaera;cwa;Crocosphaera watsonii;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Rippkaea;cyp;Rippkaea orientalis PCC 8801;2008;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Rippkaea;cyh;Rippkaea orientalis PCC 8802;2009;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Gloeothece;cyc;Gloeothece citriformis;2008;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Gloeothece;cyj;Gloeothece verrucosa;2010;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cyanothece;cyn;Cyanothece sp. PCC 7425;2009;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Trichodesmium;ter;Trichodesmium erythraeum;2006;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Microcoleus;mic;Microcoleus sp. PCC 7113;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Arthrospira;arp;Arthrospira platensis;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Planktothrix;pagh;Planktothrix agardhii;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Oxynema;oxy;Oxynema sp. AP17;2020;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Limnospira;lfs;Limnospira fusiformis;2020;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Geitlerinema;gei;Geitlerinema sp. PCC 7407;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Oscillatoria;oac;Oscillatoria acuminata;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Oscillatoria;oni;Oscillatoria nigro-viridis;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Moorea;mpro;Moorea producens;2016;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Crinalium;cep;Crinalium epipsammum;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Gloeobacter;gvi;Gloeobacter violaceus;2003;RefSeq
Prokaryotes;Bacteria;Cyanobacteria;Gloeobacter;glj;Gloeobacter kilaueensis;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;ana;Nostoc sp. PCC 7120;2001;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;npu;Nostoc punctiforme;2008;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;nos;Nostoc sp. PCC 7107;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;nop;Nostoc sp. PCC 7524;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;non;Nostoc sp. NIES-3756;2016;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;nfl;Nostoc flagelliforme;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;noe;Nostoc sp. CENA543;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;nsh;Nostoc sphaeroides;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nostoc;ned;Nostoc edaphicum;2021;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Trichormus;ava;Trichormus variabilis;2005;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Trichormus;naz;'Nostoc azollae' 0708;2010;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Anabaena;anb;Anabaena sp. 90;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Anabaena;acy;Anabaena cylindrica;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Anabaena;awa;Anabaena sp. WA102;2015;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Anabaena;ann;Anabaena sp. YBS01;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cylindrospermum;csg;Cylindrospermum stagnale;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Calothrix;calo;Calothrix sp. PCC 7507;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Calothrix;calt;Calothrix sp. PCC 6303;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Calothrix;calh;Calothrix sp. 336/3;2015;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Rivularia;riv;Rivularia sp. PCC 7116;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Fischerella;fis;Fischerella sp. NIES-3754;2016;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Nodularia;nsp;Nodularia spumigena;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Dolichospermum;dou;Dolichospermum sp. UHCC 0315A;2019;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Dolichospermum;dfs;Dolichospermum flos-aquae;2020;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Cylindrospermopsis;ccur;Cylindrospermopsis curvispora;2020;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Aphanizomenon;aflo;Aphanizomenon flos-aquae;2021;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Tolypothrix;toq;Tolypothrix sp. PCC 7910;2020;GenBank
Prokaryotes;Bacteria;Cyanobacteria;unclassified Nostocales;ncn;Nostocales cyanobacterium HT-58-2;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Chroococcidiopsis;cthe;Chroococcidiopsis thermalis;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Pleurocapsa;plp;Pleurocapsa sp. PCC 7327;2012;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Stanieria;scs;Stanieria cyanosphaera;2013;GenBank
Prokaryotes;Bacteria;Cyanobacteria;Stanieria;stan;Stanieria sp. NIES-3757;2017;GenBank
Prokaryotes;Bacteria;Cyanobacteria;unclassified Cyanobacteria;ceo;Cyanobacterium endosymbiont of Epithemia turgida;2015;GenBank
Prokaryotes;Bacteria;Cyanobacteria;unclassified Cyanobacteria;cer;Cyanobacterium endosymbiont of Rhopalodia gibberula;2018;GenBank
Prokaryotes;Bacteria;Cyanobacteria;unclassified Melainabacteria;mbf;Candidatus Melainabacteria bacterium MEL.A1;2016;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;det;Dehalococcoides mccartyi 195;2005;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;deh;Dehalococcoides mccartyi CBDB1;2005;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;deb;Dehalococcoides mccartyi BAV1;2007;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;dev;Dehalococcoides mccartyi VS;2009;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;deg;Dehalococcoides mccartyi GT;2010;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;dmc;Dehalococcoides mccartyi BTF08;2013;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;dmd;Dehalococcoides mccartyi DCMB5;2013;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;dmg;Dehalococcoides mccartyi GY50;2013;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;dmx;Dehalococcoides mccartyi CG1;2015;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;dmy;Dehalococcoides mccartyi CG4;2015;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;dmz;Dehalococcoides mccartyi CG5;2015;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalococcoides;duc;Dehalococcoides sp. UCH007;2015;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalogenimonas;dly;Dehalogenimonas lykanthroporepellens;2010;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalogenimonas;dew;Dehalogenimonas sp. WBC-2;2015;GenBank
Prokaryotes;Bacteria;Chloroflexi;Dehalogenimonas;dfo;Dehalogenimonas formicexedens;2017;GenBank
Prokaryotes;Bacteria;Chloroflexi;Roseiflexus;rrs;Roseiflexus sp. RS-1;2007;GenBank
Prokaryotes;Bacteria;Chloroflexi;Roseiflexus;rca;Roseiflexus castenholzii;2007;GenBank
Prokaryotes;Bacteria;Chloroflexi;Chloroflexus;cau;Chloroflexus aurantiacus;2007;GenBank
Prokaryotes;Bacteria;Chloroflexi;Chloroflexus;chl;Chloroflexus aurantiacus Y-400-fl;2009;GenBank
